

=======================================================
TABLA RESUMEN DE RESULTADOS
=======================================================

Query ID   | Precision  | Recall     | AP         | Relevantes | Recuperados  | Coincidencias
42591      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
42722      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
42736      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
42889      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
42910      | 0.0000      | 0.0000      | 0.0000      | 4          | 20           | 0           
42993      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
42994      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
43283      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
43291      | 0.0500      | 1.0000      | 0.0714      | 1          | 20           | 1           
43517      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
43555      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
43559      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
43713      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
43717      | 0.0500      | 1.0000      | 0.0556      | 1          | 20           | 1           
43878      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
43888      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
43994      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
44068      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
44130      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
44225      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
44283      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
44287      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
44334      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
44418      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
44422      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
44535      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
44581      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
44713      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
44901      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
44924      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
44996      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45054      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45065      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
45080      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45263      | 0.2000      | 0.5714      | 0.4286      | 7          | 20           | 4           
45356      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45380      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
45445      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45563      | 0.0500      | 1.0000      | 0.1667      | 1          | 20           | 1           
45567      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
45630      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
45631      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45638      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
45689      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
45711      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
46087      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
46138      | 0.0000      | 0.0000      | 0.0000      | 20         | 20           | 0           
46519      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
46528      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
46657      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
46668      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
46755      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
46792      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
46793      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
46861      | 0.1500      | 0.7500      | 0.4561      | 4          | 20           | 3           
46885      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
47106      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
47251      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
47441      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
48106      | 0.1000      | 0.6667      | 0.4167      | 3          | 20           | 2           
48360      | 0.0500      | 1.0000      | 0.1250      | 1          | 20           | 1           
48779      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
48916      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
48962      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
49006      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
49273      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
49377      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
49417      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
49427      | 0.0500      | 1.0000      | 0.0625      | 1          | 20           | 1           
49519      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
49545      | 0.0500      | 0.5000      | 0.0714      | 2          | 20           | 1           
49592      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
49654      | 0.0000      | 0.0000      | 0.0000      | 5          | 20           | 0           
49881      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
50016      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
50206      | 0.0500      | 1.0000      | 0.0667      | 1          | 20           | 1           
50427      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
50630      | 0.0500      | 1.0000      | 0.0833      | 1          | 20           | 1           
50648      | 0.0500      | 1.0000      | 0.0500      | 1          | 20           | 1           
50682      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
50820      | 0.1000      | 1.0000      | 0.1151      | 2          | 20           | 2           
50873      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
51052      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
51090      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
51129      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
51356      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
51760      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
51936      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
51966      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
51971      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
52007      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
52055      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
52064      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
52148      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
52189      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
52223      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
52329      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
52393      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
52528      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
52531      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
53162      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
53273      | 0.0000      | 0.0000      | 0.0000      | 8          | 20           | 0           
53565      | 0.1500      | 1.0000      | 0.7556      | 3          | 20           | 3           
53568      | 0.0500      | 1.0000      | 0.1111      | 1          | 20           | 1           
53596      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
53642      | 0.0500      | 0.5000      | 0.5000      | 2          | 20           | 1           
53688      | 0.0500      | 0.5000      | 0.2500      | 2          | 20           | 1           
53690      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
53762      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
53783      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
53849      | 0.0500      | 1.0000      | 0.1111      | 1          | 20           | 1           
53900      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
53904      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
53966      | 0.0500      | 1.0000      | 0.1250      | 1          | 20           | 1           
53997      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54019      | 0.0500      | 1.0000      | 0.0714      | 1          | 20           | 1           
54059      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
54068      | 0.0000      | 0.0000      | 0.0000      | 4          | 20           | 0           
54112      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54158      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54306      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54373      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
54482      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54499      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
54510      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
54608      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54630      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54635      | 0.0500      | 1.0000      | 0.1667      | 1          | 20           | 1           
54642      | 0.1000      | 1.0000      | 0.5556      | 2          | 20           | 2           
54662      | 0.0500      | 1.0000      | 0.0556      | 1          | 20           | 1           
54741      | 0.0500      | 1.0000      | 0.1000      | 1          | 20           | 1           
54867      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
54940      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
54992      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
55027      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55073      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55091      | 0.0500      | 0.3333      | 0.0256      | 3          | 20           | 1           
55124      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55146      | 0.1000      | 1.0000      | 0.5000      | 2          | 20           | 2           
55163      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55337      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55381      | 0.0500      | 0.5000      | 0.1000      | 2          | 20           | 1           
55544      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55641      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55677      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55938      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
55964      | 0.0500      | 1.0000      | 0.1250      | 1          | 20           | 1           
56046      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
56123      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56370      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56446      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56491      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56515      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56548      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
56677      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56840      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
56852      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
56872      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
56983      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
57047      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
57152      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
57409      | 0.0500      | 0.5000      | 0.1000      | 2          | 20           | 1           
57473      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
57601      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
57638      | 0.0500      | 1.0000      | 0.1250      | 1          | 20           | 1           
57857      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
57871      | 0.1500      | 1.0000      | 0.4944      | 3          | 20           | 3           
57914      | 0.1000      | 1.0000      | 1.0000      | 2          | 20           | 2           
58039      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
58188      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
58248      | 0.0500      | 1.0000      | 0.0667      | 1          | 20           | 1           
58310      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
58319      | 0.0500      | 0.5000      | 0.5000      | 2          | 20           | 1           
58395      | 0.1000      | 1.0000      | 0.8333      | 2          | 20           | 2           
58446      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
58461      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
58466      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
58521      | 0.1000      | 1.0000      | 0.8333      | 2          | 20           | 2           
58522      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
58554      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
58773      | 0.0500      | 1.0000      | 0.1667      | 1          | 20           | 1           
58831      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
58921      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
59442      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
60016      | 0.0500      | 1.0000      | 0.0714      | 1          | 20           | 1           
60354      | 0.1000      | 1.0000      | 1.0000      | 2          | 20           | 2           
60619      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
61280      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
61815      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
61991      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
62089      | 0.1000      | 0.6667      | 0.3939      | 3          | 20           | 2           
62153      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
62248      | 0.0500      | 0.5000      | 0.1250      | 2          | 20           | 1           
62471      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
62560      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
62644      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
62674      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
62797      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
62865      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
63118      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
63265      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
63323      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
63413      | 0.0500      | 1.0000      | 0.0714      | 1          | 20           | 1           
63492      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
63502      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
63546      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
63582      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
63625      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
63704      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
63712      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
63817      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
63828      | 0.1500      | 1.0000      | 0.9167      | 3          | 20           | 3           
64065      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
64219      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
64356      | 0.1500      | 1.0000      | 1.0000      | 3          | 20           | 3           
64451      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
64460      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
64607      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
64616      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
64630      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
64695      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
65010      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
65121      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
65266      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
65625      | 0.0500      | 0.2000      | 0.0222      | 5          | 20           | 1           
65731      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
65828      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66024      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66078      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66102      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66139      | 0.1000      | 1.0000      | 1.0000      | 2          | 20           | 2           
66144      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66164      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
66166      | 0.0500      | 1.0000      | 0.1250      | 1          | 20           | 1           
66173      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
66205      | 0.0500      | 1.0000      | 0.1250      | 1          | 20           | 1           
66214      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66216      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66267      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66275      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
66315      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66332      | 0.0500      | 1.0000      | 0.1000      | 1          | 20           | 1           
66349      | 0.1000      | 1.0000      | 0.5833      | 2          | 20           | 2           
66418      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66475      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66505      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
66516      | 0.1000      | 1.0000      | 0.6667      | 2          | 20           | 2           
66602      | 0.0500      | 1.0000      | 0.1667      | 1          | 20           | 1           
66621      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
66623      | 0.1000      | 1.0000      | 0.1181      | 2          | 20           | 2           
66627      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66648      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66652      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66659      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66663      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66673      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66707      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
66734      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
66757      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
66788      | 0.1000      | 1.0000      | 1.0000      | 2          | 20           | 2           
66810      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
66811      | 0.0500      | 0.3333      | 0.1111      | 3          | 20           | 1           
66911      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66936      | 0.0500      | 0.3333      | 0.3333      | 3          | 20           | 1           
66937      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
66994      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
67006      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
67007      | 0.1000      | 0.6667      | 0.1500      | 3          | 20           | 2           
67056      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
67082      | 0.0500      | 1.0000      | 0.0769      | 1          | 20           | 1           
67084      | 0.0500      | 1.0000      | 0.0556      | 1          | 20           | 1           
67141      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
67154      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
67294      | 0.1000      | 1.0000      | 0.2167      | 2          | 20           | 2           
67317      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
67344      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
67367      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
67423      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
67564      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
67695      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
67719      | 0.1000      | 0.6667      | 0.6667      | 3          | 20           | 2           
67782      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
67851      | 0.0500      | 0.2000      | 0.0286      | 5          | 20           | 1           
68041      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
68106      | 0.0500      | 1.0000      | 0.1111      | 1          | 20           | 1           
68111      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
68204      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
68220      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
68254      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
68286      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
68422      | 0.0500      | 1.0000      | 0.0714      | 1          | 20           | 1           
68493      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
68529      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
68593      | 0.1000      | 1.0000      | 0.4500      | 2          | 20           | 2           
68623      | 0.1000      | 0.5000      | 0.5000      | 4          | 20           | 2           
68633      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
68634      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
68638      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
68735      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
68743      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
68805      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
68828      | 0.0500      | 0.5000      | 0.2500      | 2          | 20           | 1           
68895      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
68901      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
68919      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
68991      | 0.0500      | 0.5000      | 0.0500      | 2          | 20           | 1           
69016      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
69033      | 0.1000      | 1.0000      | 0.8333      | 2          | 20           | 2           
69047      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
69073      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69132      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
69166      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69176      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
69231      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69241      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
69244      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69253      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69286      | 0.0500      | 1.0000      | 0.1667      | 1          | 20           | 1           
69337      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69430      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69521      | 0.0500      | 1.0000      | 0.0909      | 1          | 20           | 1           
69522      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69523      | 0.1000      | 1.0000      | 1.0000      | 2          | 20           | 2           
69646      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
69664      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
69919      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
69956      | 0.0000      | 0.0000      | 0.0000      | 3          | 20           | 0           
70095      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
70139      | 0.0500      | 0.2000      | 0.0333      | 5          | 20           | 1           
70191      | 0.0500      | 1.0000      | 0.0769      | 1          | 20           | 1           
70253      | 0.0500      | 1.0000      | 0.1429      | 1          | 20           | 1           
70323      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
70370      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
70374      | 0.1500      | 0.5000      | 0.2937      | 6          | 20           | 3           
70529      | 0.0500      | 0.5000      | 0.0500      | 2          | 20           | 1           
70594      | 0.0500      | 0.5000      | 0.1000      | 2          | 20           | 1           
70755      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
70921      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71003      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71059      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
71111      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
71115      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
71183      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
71215      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71381      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71400      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
71406      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
71427      | 0.0000      | 0.0000      | 0.0000      | 4          | 20           | 0           
71520      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71565      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
71571      | 0.0500      | 0.5000      | 0.5000      | 2          | 20           | 1           
71624      | 0.1000      | 1.0000      | 0.3269      | 2          | 20           | 2           
71718      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
71729      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71821      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
71859      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
72120      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
72175      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
72248      | 0.0500      | 0.5000      | 0.0625      | 2          | 20           | 1           
72286      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
72325      | 0.0500      | 1.0000      | 0.3333      | 1          | 20           | 1           
72705      | 0.1000      | 1.0000      | 0.2667      | 2          | 20           | 2           
72763      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
72827      | 0.0500      | 1.0000      | 0.2500      | 1          | 20           | 1           
72909      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
73132      | 0.0500      | 1.0000      | 0.0588      | 1          | 20           | 1           
73373      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
73380      | 0.0500      | 1.0000      | 0.5000      | 1          | 20           | 1           
73494      | 0.0500      | 1.0000      | 1.0000      | 1          | 20           | 1           
74002      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
74057      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
74137      | 0.0000      | 0.0000      | 0.0000      | 2          | 20           | 0           
74164      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
74255      | 0.0500      | 1.0000      | 0.1000      | 1          | 20           | 1           
74279      | 0.0000      | 0.0000      | 0.0000      | 1          | 20           | 0           
74385      | 0.0500      | 1.0000      | 0.2000      | 1          | 20           | 1           
